Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
505,"0,110","-0,211","0,803","0,103","0,091","0,839","-0,031","0,157","0,893","-0,045","0,053","1,832","0,035","-0,249","0,917","-0,036","0,216","0,754","0,019","0,178","0,783"
506,"0,054","-0,121","0,710","0,114","0,097","0,787","-0,034","0,133","0,839","-0,130","0,072","2,295","-0,004","-0,271","0,878","-0,061","0,237","0,727","0,012","0,182","0,772"
507,"0,124","-0,110","0,734","0,111","0,068","0,755","-0,031","0,098","0,786","-0,067","0,116","1,465","-0,074","-0,129","0,885","-0,098","0,263","0,710","0,022","0,199","0,771"
508,"0,202","-0,150","0,769","0,088","0,063","0,762","-0,056","0,072","0,762","0,159","0,088","1,498","-0,091","-0,249","0,715","-0,135","0,276","0,684","0,041","0,217","0,765"
509,"0,094","-0,071","0,863","0,052","0,086","0,766","-0,072","0,066","0,719","0,129","-0,050","1,210","0,022","-0,272","0,772","-0,168","0,280","0,664","0,059","0,229","0,762"
510,"-0,116","-0,137","0,818","0,043","0,122","0,778","-0,072","0,050","0,719","-0,180","-0,364","1,780","0,069","-0,312","0,832","-0,184","0,280","0,659","0,068","0,220","0,779"
511,"-0,108","-0,132","0,594","-0,001","0,156","0,771","-0,052","0,037","0,723","-0,013","-0,121","1,384","0,110","-0,358","0,828","-0,185","0,285","0,649","0,063","0,211","0,805"
512,"0,089","-0,003","0,764","-0,010","0,084","0,751","-0,010","0,030","0,713","0,058","0,646","-0,415","0,095","-0,356","0,863","-0,179","0,272","0,648","0,049","0,182","0,806"
513,"0,365","-0,160","0,886","-0,001","-0,011","0,760","0,025","0,003","0,705","0,065","0,189","-0,072","-0,002","-0,377","0,983","-0,169","0,254","0,642","0,026","0,167","0,788"
514,"0,285","-0,315","1,126","-0,003","-0,045","0,790","0,011","-0,115","0,761","-0,062","0,149","0,756","-0,089","-0,406","1,057","-0,145","0,226","0,618","0,027","0,175","0,781"
515,"-0,047","-0,474","1,259","0,007","-0,065","0,809","-0,007","-0,159","0,758","-0,020","-0,020","1,142","-0,085","-0,415","0,879","-0,129","0,212","0,620","0,028","0,183","0,783"
516,"-0,278","-0,616","1,111","-0,019","-0,058","0,823","-0,021","-0,107","0,747","-0,049","0,290","1,989","-0,046","-0,366","0,730","-0,120","0,204","0,615","0,023","0,199","0,803"
517,"-0,230","-0,558","0,873","-0,056","-0,009","0,823","-0,029","-0,017","0,737","-0,201","0,494","2,232","-0,035","-0,361","0,623","-0,115","0,213","0,629","0,034","0,207","0,809"
518,"-0,091","-0,484","0,656","-0,080","-0,018","0,851","-0,020","0,022","0,731","-0,045","-0,573","2,086","-0,037","-0,414","0,588","-0,104","0,221","0,647","0,039","0,210","0,829"
519,"-0,111","-0,450","0,620","-0,127","0,027","0,866","0,003","0,049","0,733","-0,110","-0,506","1,677","-0,027","-0,437","0,630","-0,073","0,244","0,654","0,045","0,209","0,835"
520,"-0,289","-0,363","0,795","-0,156","0,050","0,902","-0,008","0,009","0,778","-0,082","-0,068","1,222","-0,004","-0,372","0,780","-0,029","0,268","0,663","0,028","0,213","0,850"
521,"-0,400","-0,218","1,065","-0,172","0,110","0,935","-0,032","-0,014","0,813","0,019","0,072","0,964","0,022","-0,256","0,951","0,013","0,295","0,677","-0,006","0,216","0,861"
522,"-0,327","-0,101","1,221","-0,188","0,177","0,986","-0,025","0,031","0,851","0,009","0,032","0,986","0,033","-0,121","1,137","0,046","0,323","0,689","-0,050","0,206","0,896"
523,"-0,093","0,024","1,184","-0,207","0,241","1,047","0,009","0,121","0,883","0,047","-0,100","1,148","-0,017","-0,017","1,308","0,068","0,339","0,725","-0,112","0,194","0,943"
524,"0,089","0,183","0,998","-0,237","0,288","1,139","0,053","0,226","0,932","0,085","-0,203","1,195","-0,105","-0,063","1,181","0,086","0,337","0,781","-0,202","0,173","1,022"
525,"0,090","0,451","1,031","-0,215","0,410","1,308","0,111","0,324","0,963","0,079","-0,158","1,156","-0,112","-0,060","0,895","0,095","0,350","0,919","-0,293","0,161","1,194"
526,"0,067","0,610","1,058","-0,055","0,519","1,837","0,168","0,397","0,950","0,051","-0,170","1,096","0,004","0,129","0,833","0,063","0,418","1,228","-0,323","0,263","1,787"
